State,District,Mandal,Village,Parcel_ID,Parcel_Area_Acres,Survey_Number,Soil_Type,Crop_Season,Crop_Name,Irrigation_Type,pH,EC,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Zinc,Iron,Copper,Boron,Sample_Date,Soil_Healthy_%,Soil_Unhealthy_%,Farmer_Name
Andhra Pradesh,NTR,Vijayawada (Rural),R F,AND-NTR-005384,0.63,AP-005384,Sandy,Zaid,Maize,Borewell,7.6,1.84,0.51,216,71,496,2.62,13.95,1.8,1.64,2024-12-03,52.1,47.9,Ramesh Mekapati
Andhra Pradesh,NTR,Reddigudem,Patha Naguluru,AND-NTR-005394,8.96,AP-005394,Sandy Loam,Zaid,Bajra (Pearl Millet),Rainfed,7.38,0.12,0.63,239,27,115,2.75,2.03,1.29,1.81,2025-01-21,79.87,20.13,Ramakrishna Rao
Andhra Pradesh,NTR,G.Konduru,Venkatapuram,AND-NTR-005407,14.52,AP-005407,Clay Loam,Rabi,Tomato,Rainfed,8.69,0.81,0.48,320,30,375,2.1,4.8,0.71,1.72,2024-04-01,98.4,1.6,Prasad Nimmagadda
Andhra Pradesh,NTR,Vissannapet,Vissannapet,AND-NTR-005430,10.88,AP-005430,Clay Loam,Kharif,Ragi (Finger Millet),Drip,5.7,2.14,0.72,118,16,544,3.18,5.72,0.85,2.4,2025-04-08,86.27,13.73,Rambabu Kodali
Andhra Pradesh,NTR,Kanchikacherla,Bathinapadu,AND-NTR-005441,7.17,AP-005441,Clay Loam,Zaid,Tobacco,Rainfed,7.74,0.85,0.47,320,47,488,0.32,3.79,1.0,0.85,2024-11-08,73.9,26.1,Venkatesh Vemula
Andhra Pradesh,NTR,Chandarlapadu,Muppalla,AND-NTR-005457,5.82,AP-005457,Loamy,Rabi,Cotton,Drip,5.53,0.8,1.18,264,22,591,1.11,14.2,0.15,1.47,2025-06-27,69.4,30.6,Srinu Golla
Andhra Pradesh,NTR,Kanchikacherla,Seri Amaravaram,AND-NTR-005477,5.28,AP-005477,Silty Loam,Rabi,Bengal Gram (Chickpea),Borewell,5.32,0.64,0.48,308,43,496,2.49,10.41,1.13,0.22,2024-12-19,67.6,32.4,Saraswathi Reddy
Andhra Pradesh,NTR,Gampalagudem,SOBBALA,AND-NTR-005483,6.97,AP-005483,Sandy,Rabi,Onion,Borewell,5.4,0.24,1.07,341,9,537,2.27,2.32,1.82,1.75,2025-07-02,73.23,26.77,Saraswathi Kambhampati
Andhra Pradesh,NTR,G.Konduru,Duggiralapadu,AND-NTR-005484,11.04,AP-005484,Clay Loam,Zaid,Oil Palm,Drip,8.07,1.43,0.45,144,51,238,1.78,11.84,0.39,0.3,2025-01-10,86.8,13.2,Saraswathi Chowdary
Andhra Pradesh,NTR,Reddigudem,Anneraopeta,AND-NTR-005518,11.63,AP-005518,Clay,Zaid,Ragi (Finger Millet),Rainfed,8.74,0.27,1.36,416,53,216,1.06,2.97,1.64,1.63,2024-12-15,88.77,11.23,Gopi Dasari
Andhra Pradesh,NTR,Veerullapadu,Jagannadhapuram,AND-NTR-005542,9.92,AP-005542,Loamy,Zaid,Paddy (Rice),Drip,7.02,1.42,1.37,384,25,404,1.93,13.25,0.45,1.33,2025-11-14,83.07,16.93,Prasad Golla
Andhra Pradesh,NTR,Veerullapadu,Pallampalle,AND-NTR-005563,4.32,AP-005563,Clay,Zaid,Groundnut,Borewell,7.98,0.18,1.27,234,36,431,2.07,3.98,0.9,0.39,2024-03-05,64.4,35.6,Saraswathi Golla
Andhra Pradesh,NTR,Penuganchiprolu,Nawabpeta,AND-NTR-005577,9.93,AP-005577,Clay,Zaid,Cotton,Borewell,7.21,0.56,1.28,212,31,592,1.44,10.76,0.6,1.31,2025-12-10,83.1,16.9,Srinivas Kaza
Andhra Pradesh,NTR,Gampalagudem,Vinagadapa,AND-NTR-005578,14.75,AP-005578,Sandy Loam,Kharif,Oil Palm,Canal,6.43,1.62,1.17,357,41,155,0.55,10.32,1.7,1.27,2024-06-22,99.17,0.83,Mahesh Konidela
Andhra Pradesh,NTR,Nandigama,Adiviravulapadu,AND-NTR-005602,5.08,AP-005602,Sandy,Zaid,Cotton,Drip,6.67,0.24,1.26,103,38,84,1.94,4.24,1.02,2.41,2025-08-21,66.93,33.07,Siva Raju
Andhra Pradesh,NTR,Vissannapet,Vemireddipalle,AND-NTR-005611,1.62,AP-005611,Clay Loam,Zaid,Turmeric,Rainfed,6.54,2.96,0.82,134,10,448,3.42,12.58,0.43,1.74,2025-11-29,55.4,44.6,Anand Nandamuri
Andhra Pradesh,NTR,Vijayawada (Rural),Gollapudi (OG),AND-NTR-005636,1.33,AP-005636,Clay Loam,Kharif,Black Gram (Urad),Canal,8.75,1.35,1.01,244,61,378,2.29,13.82,1.62,0.12,2024-06-12,54.43,45.57,Appa Rao Golla
Andhra Pradesh,NTR,Nandigama,Munagacherla,AND-NTR-005654,5.61,AP-005654,Sandy,Rabi,Bengal Gram (Chickpea),Borewell,6.97,2.31,0.89,190,62,130,1.49,14.22,1.95,2.12,2025-09-29,68.7,31.3,Sai Pothineni
Andhra Pradesh,NTR,Mylavaram,Kanimerla,AND-NTR-005696,4.99,AP-005696,Sandy,Zaid,Banana,Borewell,5.5,0.66,0.56,238,35,101,2.49,8.17,0.69,1.26,2024-03-23,66.63,33.37,Suresh Naidu
Andhra Pradesh,NTR,Gampalagudem,Tunikipadu,AND-NTR-005715,10.31,AP-005715,Sandy Loam,Rabi,Jowar (Sorghum),Sprinkler,5.45,1.51,1.16,397,42,478,1.44,7.07,1.95,0.72,2024-04-02,84.37,15.63,Prakash Golla
Andhra Pradesh,NTR,Gampalagudem,SOBBALA,AND-NTR-005724,2.55,AP-005724,Sandy Loam,Zaid,Turmeric,Sprinkler,8.71,1.21,0.53,359,58,456,1.55,11.53,0.16,0.5,2025-08-12,58.5,41.5,Srinivas Golla
Andhra Pradesh,NTR,Reddigudem,Kunaparajuparva,AND-NTR-005743,12.57,AP-005743,Clay,Rabi,Maize,Canal,8.53,0.45,0.24,248,50,555,1.37,3.35,0.16,0.5,2024-06-01,91.9,8.1,Bhavani Mekapati
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-005744,14.88,AP-005744,Sandy,Rabi,Jowar (Sorghum),Canal,6.43,2.91,0.85,142,7,427,0.27,12.03,1.55,2.38,2025-05-26,99.6,0.4,Bhavani Uppalapati
Andhra Pradesh,NTR,Vissannapet,Putrela,AND-NTR-005763,14.14,AP-005763,Silty Loam,Rabi,Banana,Drip,6.56,0.97,0.73,313,72,494,1.79,14.56,0.62,1.33,2024-09-04,97.13,2.87,Ramesh Bandi
Andhra Pradesh,NTR,Veerullapadu,Tatigummi,AND-NTR-005768,1.48,AP-005768,Sandy Loam,Zaid,Banana,Drip,7.2,0.51,0.6,133,44,342,2.64,10.01,1.98,1.47,2025-02-14,54.93,45.07,Mahesh Akkineni
Andhra Pradesh,NTR,Veerullapadu,Jammavaram,AND-NTR-005933,4.1,AP-005933,Silty Loam,Kharif,Red Gram (Pigeon Pea),Drip,5.68,0.52,1.03,103,22,200,3.04,6.55,0.39,0.75,2025-07-29,63.67,36.33,Subba Rao Daggubati
Andhra Pradesh,NTR,Ibrahimpatnam,Kachavaram,AND-NTR-005969,14.08,AP-005969,Sandy Loam,Rabi,Bajra (Pearl Millet),Sprinkler,6.99,0.22,1.21,278,68,470,2.32,5.74,0.49,0.51,2025-03-04,96.93,3.07,Subba Rao Nandamuri
Andhra Pradesh,NTR,A.Konduru,Cheemalapadu,AND-NTR-005978,2.67,AP-005978,Sandy Loam,Kharif,Sugarcane,Drip,6.0,0.98,0.9,281,57,264,3.35,6.64,1.0,1.18,2024-07-21,58.9,41.1,Lakshmi Kodali
Andhra Pradesh,NTR,Vijayawada (Urban),Vijayawada (M Corp. + OG),AND-NTR-005984,1.15,AP-005984,Loamy,Rabi,Banana,Canal,7.43,0.89,1.35,242,12,427,0.54,10.61,0.95,0.78,2024-06-05,53.83,46.17,Saraswathi Pothineni
Andhra Pradesh,NTR,Mylavaram,Pondugula,AND-NTR-006001,9.9,AP-006001,Loamy,Rabi,Sugarcane,Rainfed,7.65,0.55,1.39,228,18,339,0.69,4.8,1.96,1.57,2024-11-13,83.0,17.0,Ravi Dasari
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-006008,1.56,AP-006008,Clay,Kharif,Horse Gram,Rainfed,8.14,0.5,0.26,134,29,272,2.36,4.66,1.9,0.46,2024-01-02,55.2,44.8,Appa Rao Chowdary
Andhra Pradesh,NTR,Gampalagudem,Tunikipadu,AND-NTR-006054,6.22,AP-006054,Clay,Kharif,Turmeric,Drip,5.59,3.0,1.27,203,59,106,0.61,4.43,1.33,1.37,2024-04-19,70.73,29.27,Ravi Uppalapati
Andhra Pradesh,NTR,A.Konduru,Repudi,AND-NTR-006068,5.34,AP-006068,Clay,Rabi,Black Gram (Urad),Canal,5.79,2.7,0.28,105,43,475,0.75,2.66,1.02,1.55,2025-05-06,67.8,32.2,Gopi Kaza
Andhra Pradesh,NTR,G.Konduru,Bhimavarappadu,AND-NTR-006099,3.37,AP-006099,Silty Loam,Kharif,Onion,Canal,7.51,2.81,0.43,411,17,519,2.58,8.23,1.51,1.21,2025-05-09,61.23,38.77,Sai Mekapati
Andhra Pradesh,NTR,Mylavaram,Keerthirayanigudem,AND-NTR-006146,2.94,AP-006146,Loamy,Zaid,Turmeric,Drip,8.39,1.99,1.38,442,18,123,1.71,7.65,0.55,2.25,2025-01-26,59.8,40.2,Ramu Akkineni
Andhra Pradesh,NTR,Mylavaram,Morusumilli,AND-NTR-006149,9.56,AP-006149,Loamy,Kharif,Turmeric,Sprinkler,6.43,2.1,0.74,163,21,478,1.59,2.36,1.22,1.31,2025-06-09,81.87,18.13,Appa Rao Rao
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-006159,2.47,AP-006159,Sandy Loam,Rabi,Bengal Gram (Chickpea),Sprinkler,5.09,2.15,1.16,368,76,262,1.22,10.67,1.61,0.42,2025-03-12,58.23,41.77,Prasad Yarlagadda
Andhra Pradesh,NTR,Jaggayyapeta,Jaggaiahpet (M),AND-NTR-006250,1.75,AP-006250,Silty Loam,Zaid,Sweet Orange,Rainfed,8.07,0.42,1.21,422,50,579,0.94,2.13,0.78,0.55,2025-10-23,55.83,44.17,Kiran Bandi
Andhra Pradesh,NTR,A.Konduru,Repudi,AND-NTR-006374,13.73,AP-006374,Loamy,Kharif,Banana,Sprinkler,6.05,0.46,1.31,108,73,573,0.4,5.38,0.12,1.08,2025-06-17,95.77,4.23,Siva Pothineni
Andhra Pradesh,NTR,A.Konduru,Gollamandala,AND-NTR-006410,14.14,AP-006410,Silty Loam,Zaid,Red Gram (Pigeon Pea),Drip,6.31,1.22,1.2,328,42,185,3.17,3.1,0.3,2.27,2025-07-30,97.13,2.87,Ramakrishna Bandi
Andhra Pradesh,NTR,Chandarlapadu,Kodavatikallu,AND-NTR-006411,1.19,AP-006411,Sandy,Zaid,Bajra (Pearl Millet),Drip,5.41,1.47,0.77,441,68,521,3.08,4.29,1.3,0.51,2024-04-21,53.97,46.03,Ravi Pothineni
Andhra Pradesh,NTR,A.Konduru,Koduru,AND-NTR-006483,9.53,AP-006483,Sandy,Rabi,Sweet Orange,Canal,5.8,0.21,0.48,385,53,186,1.62,4.01,0.38,1.97,2025-07-18,81.77,18.23,Prakash Naidu
Andhra Pradesh,NTR,G.Konduru,Vellaturu,AND-NTR-006510,10.41,AP-006510,Sandy Loam,Rabi,Tobacco,Borewell,5.8,1.72,1.22,314,66,419,1.97,14.79,1.34,1.53,2025-09-25,84.7,15.3,Subba Rao Goud
Andhra Pradesh,NTR,Penuganchiprolu,Muchintala @ Bodapadu,AND-NTR-006517,12.76,AP-006517,Loamy,Zaid,Black Gram (Urad),Borewell,6.75,0.15,0.33,210,70,242,2.59,11.34,1.64,1.07,2025-02-13,92.53,7.47,Saraswathi Vemula
Andhra Pradesh,NTR,Kanchikacherla,Kanchikacherla,AND-NTR-006544,4.39,AP-006544,Silty Loam,Rabi,Coconut,Canal,7.17,0.64,1.38,344,76,118,1.78,3.75,0.62,0.36,2024-10-25,64.63,35.37,Suresh Kodali
Andhra Pradesh,NTR,Vijayawada (Rural),R F,AND-NTR-006552,8.07,AP-006552,Sandy,Zaid,Horse Gram,Drip,7.17,1.08,0.72,393,14,585,0.32,9.14,0.13,2.22,2024-05-17,76.9,23.1,Siva Dasari
Andhra Pradesh,NTR,Reddigudem,Kunaparajuparva,AND-NTR-006585,10.2,AP-006585,Loamy,Rabi,Banana,Canal,5.73,0.42,0.88,257,28,96,2.44,2.7,1.14,1.68,2025-10-30,84.0,16.0,Siva Allu
Andhra Pradesh,NTR,Kanchikacherla,Kanchikacherla,AND-NTR-006628,10.55,AP-006628,Silty Loam,Zaid,Horse Gram,Borewell,7.1,2.51,1.25,369,17,131,3.38,12.26,0.35,2.35,2024-12-10,85.17,14.83,Kiran Nandamuri
Andhra Pradesh,NTR,Kanchikacherla,Paritala,AND-NTR-006635,9.77,AP-006635,Clay Loam,Rabi,Tomato,Drip,7.57,1.73,0.7,143,6,280,1.42,5.71,1.86,2.12,2025-01-29,82.57,17.43,Siva Varma
Andhra Pradesh,NTR,Penuganchiprolu,Lingagudem,AND-NTR-006658,5.15,AP-006658,Loamy,Rabi,Maize,Canal,6.8,0.68,0.83,140,48,128,1.48,5.15,1.1,1.97,2024-01-01,67.17,32.83,Narasimha Kaza
Andhra Pradesh,NTR,Vijayawada (Urban),VIJAYAWADA,AND-NTR-006661,8.8,AP-006661,Sandy Loam,Zaid,Tobacco,Canal,6.21,1.4,0.53,250,52,245,1.36,10.39,1.78,0.51,2024-07-17,79.33,20.67,Sai Golla
Andhra Pradesh,NTR,Penuganchiprolu,Nawabpeta,AND-NTR-006676,12.95,AP-006676,Sandy,Rabi,Banana,Borewell,7.09,2.91,1.02,286,51,505,1.87,14.6,0.46,1.46,2025-12-27,93.17,6.83,Saraswathi Kothapalli
Andhra Pradesh,NTR,Mylavaram,Chandrala,AND-NTR-006714,12.44,AP-006714,Sandy Loam,Kharif,Mango,Rainfed,6.09,0.29,1.18,201,72,346,1.23,3.15,1.93,2.23,2025-03-02,91.47,8.53,Satyanarayana Kambhampati
Andhra Pradesh,NTR,Gampalagudem,Meduru,AND-NTR-006717,1.8,AP-006717,Sandy Loam,Zaid,Maize,Borewell,8.49,1.46,1.2,108,60,379,0.64,11.0,0.39,2.2,2025-03-15,56.0,44.0,Ravi Nandamuri
Andhra Pradesh,NTR,A.Konduru,Repudi,AND-NTR-006720,4.72,AP-006720,Clay,Zaid,Chilli,Canal,5.32,1.84,1.16,431,37,251,0.83,7.18,0.33,2.03,2024-01-05,65.73,34.27,Bhavani Rao
Andhra Pradesh,NTR,Ibrahimpatnam,Kotikalapudi,AND-NTR-006733,14.04,AP-006733,Sandy,Kharif,Tobacco,Canal,7.71,2.64,0.36,179,25,576,3.11,3.53,0.29,0.43,2024-06-13,96.8,3.2,Prakash Vemula
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-006734,5.5,AP-006734,Clay Loam,Rabi,Sugarcane,Drip,5.9,2.0,1.15,207,34,271,1.42,10.84,0.24,2.09,2025-10-15,68.33,31.67,Babu Dasari
Andhra Pradesh,NTR,Vijayawada (Rural),Gollapudi (OG),AND-NTR-006788,12.17,AP-006788,Clay Loam,Kharif,Banana,Drip,7.59,0.93,1.06,118,70,469,2.65,8.21,1.77,2.47,2024-03-30,90.57,9.43,Krishna Nandamuri
Andhra Pradesh,NTR,Chandarlapadu,Kasarabada,AND-NTR-006794,5.1,AP-006794,Loamy,Rabi,Ragi (Finger Millet),Canal,7.03,2.88,0.68,152,38,526,1.93,7.94,1.75,0.94,2025-09-29,67.0,33.0,Ramu Mekapati
Andhra Pradesh,NTR,Ibrahimpatnam,RF,AND-NTR-006845,13.69,AP-006845,Loamy,Zaid,Tomato,Borewell,5.5,1.25,0.36,406,78,427,1.91,8.73,1.93,0.49,2025-11-18,95.63,4.37,Gopi Bandi
Andhra Pradesh,NTR,Vijayawada (Urban),Vijayawada (M Corp. + OG),AND-NTR-006857,9.61,AP-006857,Silty Loam,Zaid,Black Gram (Urad),Borewell,6.49,2.83,0.61,307,75,404,2.53,10.65,1.39,1.4,2025-12-19,82.03,17.97,Narasimha Varma
Andhra Pradesh,NTR,A.Konduru,A.Konduru,AND-NTR-006895,7.63,AP-006895,Sandy,Kharif,Tomato,Canal,6.5,2.02,0.88,246,61,478,0.57,4.15,0.16,1.74,2024-09-20,75.43,24.57,Srinu Rao
Andhra Pradesh,NTR,Tiruvuru,Patha Tiruvuru,AND-NTR-006964,9.81,AP-006964,Silty Loam,Rabi,Sunflower,Sprinkler,5.3,1.59,1.31,232,11,570,2.48,9.95,1.4,1.93,2025-03-29,82.7,17.3,Prakash Kothapalli
Andhra Pradesh,NTR,G.Konduru,Kadimpothavaram,AND-NTR-006979,11.68,AP-006979,Sandy Loam,Kharif,Sunflower,Canal,6.11,1.07,1.07,159,74,522,1.27,8.8,0.26,1.88,2025-09-08,88.93,11.07,Venkatesh Rao
Andhra Pradesh,NTR,Mylavaram,Keerthirayanigudem,AND-NTR-006996,8.91,AP-006996,Sandy Loam,Kharif,Sugarcane,Rainfed,7.18,2.43,0.21,196,30,179,1.51,7.88,1.57,2.25,2024-05-19,79.7,20.3,Nageswara Rao Naidu
Andhra Pradesh,NTR,Reddigudem,Maddulaparva,AND-NTR-007034,9.01,AP-007034,Sandy,Rabi,Horse Gram,Drip,5.72,1.12,1.45,169,20,324,2.28,13.84,1.32,0.29,2025-11-12,80.03,19.97,Mahesh Reddy
Andhra Pradesh,NTR,Gampalagudem,Arlapadu,AND-NTR-007053,13.98,AP-007053,Clay,Rabi,Sunflower,Borewell,7.15,2.23,0.6,181,26,309,0.51,12.45,0.43,2.25,2024-07-25,96.6,3.4,Bhavani Konidela
Andhra Pradesh,NTR,Veerullapadu,Gudem Madhavaram,AND-NTR-007060,13.71,AP-007060,Sandy Loam,Zaid,Jowar (Sorghum),Drip,5.64,0.17,0.36,242,38,365,0.63,13.58,1.14,1.0,2024-07-31,95.7,4.3,Ravi Mekapati
Andhra Pradesh,NTR,Reddigudem,Narukullapadu,AND-NTR-007065,2.4,AP-007065,Silty Loam,Zaid,Ragi (Finger Millet),Canal,8.14,1.41,1.43,214,58,231,2.93,3.77,1.82,1.36,2024-04-14,58.0,42.0,Parvathi Goud
Andhra Pradesh,NTR,Vatsavai,Dabbakupalle,AND-NTR-007076,3.15,AP-007076,Loamy,Kharif,Maize,Canal,7.69,1.29,0.54,241,35,237,2.04,8.51,0.73,1.56,2025-12-02,60.5,39.5,Suresh Vemula
Andhra Pradesh,NTR,Vatsavai,Vatsavai,AND-NTR-007110,6.53,AP-007110,Sandy,Zaid,Mango,Canal,6.6,2.09,1.09,290,45,532,2.93,14.81,1.87,1.28,2025-05-28,71.77,28.23,Ravi Nandamuri
Andhra Pradesh,NTR,Penuganchiprolu,Gummadidurru,AND-NTR-007134,2.85,AP-007134,Sandy Loam,Rabi,Sunflower,Rainfed,5.47,0.36,0.73,222,37,244,0.91,14.75,0.31,1.48,2024-03-29,59.5,40.5,Srinivas Golla
Andhra Pradesh,NTR,A.Konduru,Gollamandala,AND-NTR-007165,10.81,AP-007165,Clay,Zaid,Sesame (Til),Sprinkler,5.3,1.13,0.43,280,80,222,0.93,3.03,1.27,0.78,2024-06-01,86.03,13.97,Appa Rao Uppalapati
Andhra Pradesh,NTR,Mylavaram,Dasullapalem,AND-NTR-007180,7.77,AP-007180,Clay Loam,Rabi,Sugarcane,Sprinkler,7.21,1.56,0.82,114,69,345,1.79,13.68,1.18,1.18,2025-10-15,75.9,24.1,Gopi Kambhampati
Andhra Pradesh,NTR,A.Konduru,Koduru,AND-NTR-007192,7.55,AP-007192,Silty Loam,Kharif,Groundnut,Canal,5.84,0.81,0.78,217,29,548,2.18,8.9,1.95,0.92,2024-11-07,75.17,24.83,Babu Kaza
Andhra Pradesh,NTR,Kanchikacherla,Bathinapadu,AND-NTR-007207,4.17,AP-007207,Sandy Loam,Zaid,Ragi (Finger Millet),Sprinkler,5.56,0.21,0.23,202,37,258,0.22,11.03,1.95,2.01,2025-05-17,63.9,36.1,Parvathi Yarlagadda
Andhra Pradesh,NTR,Jaggayyapeta,RF,AND-NTR-007218,10.86,AP-007218,Sandy,Kharif,Onion,Canal,5.8,1.66,1.13,237,73,81,1.68,12.32,1.23,2.06,2024-11-09,86.2,13.8,Satyanarayana Kodali
Andhra Pradesh,NTR,Vatsavai,Dabbakupalle,AND-NTR-007284,9.53,AP-007284,Loamy,Zaid,Jowar (Sorghum),Drip,7.33,0.65,1.46,445,37,107,3.19,5.97,1.45,1.84,2024-12-05,81.77,18.23,Srinivas Chowdary
Andhra Pradesh,NTR,Kanchikacherla,Bathinapadu,AND-NTR-007291,10.97,AP-007291,Silty Loam,Zaid,Green Gram (Moong),Drip,6.42,0.33,1.12,184,60,553,2.03,12.93,1.72,1.54,2025-08-17,86.57,13.43,Subba Rao Golla
Andhra Pradesh,NTR,Mylavaram,Jangalapalle,AND-NTR-007349,10.75,AP-007349,Sandy,Kharif,Green Gram (Moong),Sprinkler,5.77,2.43,0.76,264,77,127,3.34,7.98,0.93,1.12,2025-08-23,85.83,14.17,Ramesh Dasari
Andhra Pradesh,NTR,Veerullapadu,Vairidhari Annavaram,AND-NTR-007368,8.9,AP-007368,Clay,Rabi,Ragi (Finger Millet),Borewell,8.8,1.77,1.4,448,48,417,1.78,2.03,1.1,1.71,2025-03-02,79.67,20.33,Nageswara Rao Allu
Andhra Pradesh,NTR,Reddigudem,Patha Naguluru,AND-NTR-007381,6.75,AP-007381,Loamy,Kharif,Turmeric,Drip,7.74,0.59,0.91,262,31,365,0.58,7.71,0.33,1.09,2025-11-05,72.5,27.5,Mahesh Goud
Andhra Pradesh,NTR,Reddigudem,Reddigudem,AND-NTR-007390,6.65,AP-007390,Sandy,Rabi,Black Gram (Urad),Rainfed,5.33,0.4,0.34,121,49,556,1.95,11.36,1.72,1.89,2024-09-28,72.17,27.83,Anand Golla
Andhra Pradesh,NTR,Gampalagudem,Dundiralapadu,AND-NTR-007408,14.57,AP-007408,Loamy,Rabi,Paddy (Rice),Drip,8.07,1.14,1.48,218,58,403,2.68,13.82,0.11,1.78,2025-05-13,98.57,1.43,Prasad Kothapalli
Andhra Pradesh,NTR,Vijayawada (Rural),Gollapudi (OG),AND-NTR-007416,8.38,AP-007416,Sandy,Rabi,Paddy (Rice),Sprinkler,7.68,2.96,0.26,302,80,231,2.14,14.57,0.37,1.63,2025-11-01,77.93,22.07,Ravi Kaza
Andhra Pradesh,NTR,Vijayawada (Rural),Kotturu,AND-NTR-007422,10.51,AP-007422,Clay,Kharif,Sunflower,Rainfed,8.22,0.2,1.21,286,77,364,1.14,4.04,1.64,2.1,2025-11-23,85.03,14.97,Gopi Vemula
Andhra Pradesh,NTR,Mylavaram,Ganapavaram,AND-NTR-007464,5.84,AP-007464,Silty Loam,Kharif,Oil Palm,Canal,8.73,1.42,0.7,412,50,125,0.26,9.29,0.43,0.67,2024-01-19,69.47,30.53,Prasad Pothineni
Andhra Pradesh,NTR,Vatsavai,Chittela,AND-NTR-007478,0.69,AP-007478,Sandy,Rabi,Coconut,Rainfed,7.11,1.4,0.54,187,20,252,0.97,12.44,1.71,2.04,2025-12-27,52.3,47.7,Krishna Raju
Andhra Pradesh,NTR,Mylavaram,Vedurubeedem,AND-NTR-007488,14.44,AP-007488,Loamy,Zaid,Tobacco,Rainfed,8.23,2.05,0.92,371,15,128,2.46,7.71,1.19,0.15,2024-08-13,98.13,1.87,Appa Rao Pothineni
Andhra Pradesh,NTR,Vatsavai,China Modugapalle,AND-NTR-007515,9.34,AP-007515,Clay,Zaid,Black Gram (Urad),Drip,8.41,1.93,0.91,127,69,513,0.88,11.55,1.43,1.53,2024-02-11,81.13,18.87,Srinivas Reddy
Andhra Pradesh,NTR,Ibrahimpatnam,Zami Navi Pothavaram,AND-NTR-007599,14.96,AP-007599,Loamy,Rabi,Oil Palm,Borewell,6.56,2.69,1.35,251,63,96,2.02,5.53,1.96,0.19,2025-04-28,99.87,0.13,Subba Rao Kothapalli
Andhra Pradesh,NTR,Gampalagudem,Meduru,AND-NTR-007621,12.98,AP-007621,Sandy,Zaid,Ragi (Finger Millet),Sprinkler,6.7,1.1,0.6,113,71,256,3.44,5.54,0.62,1.99,2025-12-08,93.27,6.73,Prakash Reddy
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-007622,8.71,AP-007622,Clay,Rabi,Sweet Orange,Rainfed,6.93,1.41,0.24,231,51,393,1.61,12.6,1.04,0.69,2024-04-16,79.03,20.97,Prasad Nimmagadda
Andhra Pradesh,NTR,Veerullapadu,Jammavaram,AND-NTR-007649,5.13,AP-007649,Silty Loam,Zaid,Jowar (Sorghum),Drip,8.11,2.15,0.41,192,46,499,2.69,8.72,1.44,1.06,2024-09-25,67.1,32.9,Rambabu Mekapati
Andhra Pradesh,NTR,G.Konduru,Ganginenipalem,AND-NTR-007671,11.66,AP-007671,Clay Loam,Rabi,Jowar (Sorghum),Canal,7.6,0.28,0.38,243,62,539,2.86,9.49,1.1,2.4,2024-12-04,88.87,11.13,Siva Yarlagadda
Andhra Pradesh,NTR,G.Konduru,Sunnampadu,AND-NTR-007680,1.27,AP-007680,Sandy Loam,Rabi,Sunflower,Sprinkler,8.11,0.42,0.74,390,49,458,1.25,7.13,1.18,0.14,2024-05-03,54.23,45.77,Ramesh Kaza
Andhra Pradesh,NTR,Kanchikacherla,Vemulapalle,AND-NTR-007727,1.89,AP-007727,Loamy,Zaid,Onion,Sprinkler,5.56,0.74,1.3,219,31,158,0.51,3.89,1.64,0.7,2025-10-18,56.3,43.7,Nageswara Rao Yarlagadda
Andhra Pradesh,NTR,Vatsavai,Kakaravai,AND-NTR-007775,5.35,AP-007775,Silty Loam,Rabi,Tobacco,Rainfed,8.76,0.36,0.49,263,56,412,1.97,12.81,0.16,1.34,2024-02-02,67.83,32.17,Murali Rao
Andhra Pradesh,NTR,Nandigama,Konathamatmakuru,AND-NTR-007855,7.69,AP-007855,Sandy Loam,Kharif,Black Gram (Urad),Canal,5.82,2.33,1.25,357,30,281,3.49,10.94,1.37,1.94,2024-04-05,75.63,24.37,Suresh Reddy
Andhra Pradesh,NTR,Veerullapadu,Tatigummi,AND-NTR-007878,6.11,AP-007878,Clay,Rabi,Sunflower,Drip,6.95,0.88,0.99,306,22,446,0.48,4.41,1.09,2.27,2025-04-11,70.37,29.63,Kiran Dasari
Andhra Pradesh,NTR,Reddigudem,Anneraopeta,AND-NTR-007900,13.33,AP-007900,Clay,Kharif,Paddy (Rice),Borewell,6.02,2.64,0.24,205,43,393,1.81,5.33,0.93,1.56,2025-06-22,94.43,5.57,Subba Rao Reddy
Andhra Pradesh,NTR,Vijayawada (Urban),VIJAYAWADA,AND-NTR-007905,1.14,AP-007905,Sandy Loam,Rabi,Paddy (Rice),Borewell,5.82,0.95,1.35,173,12,182,2.73,8.39,1.57,1.43,2025-03-05,53.8,46.2,Prakash Kodali
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-007936,2.27,AP-007936,Loamy,Rabi,Mango,Canal,7.44,2.94,0.68,184,39,308,0.35,6.77,1.91,1.31,2025-03-27,57.57,42.43,Krishna Vemula
Andhra Pradesh,NTR,Vijayawada (Rural),Jakkampudi (OG),AND-NTR-007946,2.54,AP-007946,Loamy,Rabi,Jowar (Sorghum),Rainfed,6.02,2.7,0.74,109,59,128,3.31,12.16,0.6,2.27,2025-04-17,58.47,41.53,Krishna Kothapalli
