"id","farmer","village","district","mandal","crop","acreage","health","risk","confidence","lat","lng","ndvi","evi","ndre","analytics","outline","geometry"
"AND-GUN-001252","Venkata Varma","POTTURU","Guntur","Guntur","Banana",7.48,74.93,"Medium",92.3,16.254019933368745,80.35781053748153,0.32,0.28,0.44,"{""pH"": 5.26, ""EC"": 2.17, ""Organic_Carbon"": 1.18, ""Nitrogen"": 423.0, ""Phosphorus"": 39.0, ""Potassium"": 83.0, ""Zinc"": 1.24, ""Iron"": 10.68, ""Copper"": 1.44, ""Boron"": 0.86, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-001252""}",NULL,NULL
"AND-GUN-006628","Kiran Nandamuri","POTTURU","Guntur","Guntur","Horse Gram",10.55,85.17,"Low",90.9,16.253299777081285,80.35946568307445,0.34,0.42,0.49,"{""pH"": 7.1, ""EC"": 2.51, ""Organic_Carbon"": 1.25, ""Nitrogen"": 369.0, ""Phosphorus"": 17.0, ""Potassium"": 131.0, ""Zinc"": 3.38, ""Iron"": 12.26, ""Copper"": 0.35, ""Boron"": 2.35, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-006628""}",NULL,NULL
"AND-GUN-004990","Mahesh Yarlagadda","Nudurupadu","Guntur","Phirangipuram","Tobacco",11.66,88.87,"Low",94.4,16.266481024492602,80.1998052566436,0.62,0.51,0.4,"{""pH"": 8.02, ""EC"": 2.84, ""Organic_Carbon"": 1.22, ""Nitrogen"": 153.0, ""Phosphorus"": 48.0, ""Potassium"": 215.0, ""Zinc"": 0.54, ""Iron"": 11.03, ""Copper"": 1.73, ""Boron"": 2.31, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-004990""}",NULL,NULL
"AND-GUN-005696","Suresh Naidu","Nudurupadu","Guntur","Phirangipuram","Banana",4.99,66.63,"Medium",85.3,16.281604236375493,80.20652791391285,0.67,0.45,0.46,"{""pH"": 5.5, ""EC"": 0.66, ""Organic_Carbon"": 0.56, ""Nitrogen"": 238.0, ""Phosphorus"": 35.0, ""Potassium"": 101.0, ""Zinc"": 2.49, ""Iron"": 8.17, ""Copper"": 0.69, ""Boron"": 1.26, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-005696""}",NULL,NULL
"AND-GUN-009049","Saraswathi Daggubati","Nudurupadu","Guntur","Phirangipuram","Black Gram (Urad)",14.32,97.73,"Low",94.6,16.282599756537333,80.20826627249393,0.65,0.54,0.42,"{""pH"": 5.56, ""EC"": 0.68, ""Organic_Carbon"": 0.97, ""Nitrogen"": 268.0, ""Phosphorus"": 67.0, ""Potassium"": 301.0, ""Zinc"": 0.84, ""Iron"": 4.44, ""Copper"": 0.24, ""Boron"": 0.95, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-009049""}",NULL,NULL
"AND-GUN-001883","Suresh Kodali","ANKIREDDYPALEM","Guntur","Guntur","Jowar (Sorghum)",9.73,82.43,"Low",92.5,16.262755573994173,80.40613516041331,0.3,0.41,0.37,"{""pH"": 6.81, ""EC"": 2.72, ""Organic_Carbon"": 0.6, ""Nitrogen"": 283.0, ""Phosphorus"": 45.0, ""Potassium"": 305.0, ""Zinc"": 2.47, ""Iron"": 11.08, ""Copper"": 1.86, ""Boron"": 1.1, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-001883""}",NULL,NULL
"AND-GUN-006857","Narasimha Varma","ANKIREDDYPALEM","Guntur","Guntur","Black Gram (Urad)",9.61,82.03,"Low",87.9,16.272592292988385,80.40934040889339,0.6,0.23,0.47,"{""pH"": 6.49, ""EC"": 2.83, ""Organic_Carbon"": 0.61, ""Nitrogen"": 307.0, ""Phosphorus"": 75.0, ""Potassium"": 404.0, ""Zinc"": 2.53, ""Iron"": 10.65, ""Copper"": 1.39, ""Boron"": 1.4, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-006857""}",NULL,NULL
"AND-GUN-009460","Kiran Yarlagadda","ANKIREDDYPALEM","Guntur","Guntur","Red Gram (Pigeon Pea)",5.45,68.17,"Medium",96.3,16.279237077672487,80.40547211507257,0.56,0.45,0.49,"{""pH"": 8.23, ""EC"": 0.17, ""Organic_Carbon"": 1.08, ""Nitrogen"": 235.0, ""Phosphorus"": 72.0, ""Potassium"": 563.0, ""Zinc"": 3.31, ""Iron"": 7.66, ""Copper"": 1.06, ""Boron"": 0.87, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-009460""}",NULL,NULL
"AND-GUN-001948","Ramu Allu","KUNCHAVARAM","Guntur","Kollipara","Turmeric",2.64,58.8,"High",87.6,16.304766660601803,80.67005310066558,0.56,0.48,0.25,"{""pH"": 8.8, ""EC"": 1.34, ""Organic_Carbon"": 0.42, ""Nitrogen"": 292.0, ""Phosphorus"": 43.0, ""Potassium"": 153.0, ""Zinc"": 2.28, ""Iron"": 11.89, ""Copper"": 0.57, ""Boron"": 1.65, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-001948""}",NULL,NULL
"AND-GUN-002880","Nageswara Rao Nandamuri","KUNCHAVARAM","Guntur","Kollipara","Sugarcane",3.2,60.67,"Medium",88.5,16.29894462999319,80.67113400510648,0.47,0.22,0.34,"{""pH"": 6.05, ""EC"": 1.76, ""Organic_Carbon"": 1.47, ""Nitrogen"": 201.0, ""Phosphorus"": 66.0, ""Potassium"": 231.0, ""Zinc"": 0.72, ""Iron"": 13.25, ""Copper"": 1.42, ""Boron"": 2.31, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-002880""}",NULL,NULL
"AND-GUN-004658","Mahesh Raju","KUNCHAVARAM","Guntur","Kollipara","Chilli",8.46,78.2,"Medium",90.6,16.30204503642211,80.67209696290071,0.78,0.51,0.34,"{""pH"": 6.72, ""EC"": 2.93, ""Organic_Carbon"": 1.46, ""Nitrogen"": 189.0, ""Phosphorus"": 41.0, ""Potassium"": 277.0, ""Zinc"": 2.43, ""Iron"": 10.57, ""Copper"": 0.21, ""Boron"": 0.39, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-004658""}",NULL,NULL
"AND-GUN-002597","Kiran Konidela","ATTATO","Guntur","Kollipara","Bajra (Pearl Millet)",4.44,64.8,"Medium",90.3,16.296321468331442,80.68794116245834,0.6,0.28,0.34,"{""pH"": 8.5, ""EC"": 2.42, ""Organic_Carbon"": 0.86, ""Nitrogen"": 442.0, ""Phosphorus"": 7.0, ""Potassium"": 490.0, ""Zinc"": 1.37, ""Iron"": 8.52, ""Copper"": 0.71, ""Boron"": 1.36, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-002597""}",NULL,NULL
"AND-GUN-005611","Anand Nandamuri","ATTATO","Guntur","Kollipara","Turmeric",1.62,55.4,"High",92.0,16.293444125164434,80.6836753058935,0.57,0.52,0.37,"{""pH"": 6.54, ""EC"": 2.96, ""Organic_Carbon"": 0.82, ""Nitrogen"": 134.0, ""Phosphorus"": 10.0, ""Potassium"": 448.0, ""Zinc"": 3.42, ""Iron"": 12.58, ""Copper"": 0.43, ""Boron"": 1.74, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-005611""}",NULL,NULL
"AND-GUN-007855","Suresh Reddy","ATTATO","Guntur","Kollipara","Black Gram (Urad)",7.69,75.63,"Medium",87.4,16.299603267535524,80.69837360250807,0.78,0.23,0.23,"{""pH"": 5.82, ""EC"": 2.33, ""Organic_Carbon"": 1.25, ""Nitrogen"": 357.0, ""Phosphorus"": 30.0, ""Potassium"": 281.0, ""Zinc"": 3.49, ""Iron"": 10.94, ""Copper"": 1.37, ""Boron"": 1.94, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-007855""}",NULL,NULL
"AND-GUN-004660","Bhavani Rao","PONUGUPADU","Guntur","Medikonduru","Groundnut",10.95,86.5,"Low",86.6,16.290645519071326,80.14161639198988,0.66,0.38,0.44,"{""pH"": 8.2, ""EC"": 0.42, ""Organic_Carbon"": 1.42, ""Nitrogen"": 106.0, ""Phosphorus"": 67.0, ""Potassium"": 220.0, ""Zinc"": 0.48, ""Iron"": 13.12, ""Copper"": 1.61, ""Boron"": 1.73, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-004660""}",NULL,NULL
"AND-GUN-008255","Anand Raju","PONUGUPADU","Guntur","Phirangipuram","Oil Palm",6.49,71.63,"Medium",94.2,16.296202426826365,80.13832449234474,0.75,0.58,0.38,"{""pH"": 7.29, ""EC"": 2.88, ""Organic_Carbon"": 0.48, ""Nitrogen"": 380.0, ""Phosphorus"": 29.0, ""Potassium"": 346.0, ""Zinc"": 3.01, ""Iron"": 4.59, ""Copper"": 1.01, ""Boron"": 2.46, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-008255""}",NULL,NULL
"AND-GUN-003784","Siva Kothapalli","GUNDALAPADU","Guntur","Phirangipuram","Sesame (Til)",12.48,91.6,"Low",98.0,16.30811449588501,80.15907175474008,0.55,0.48,0.31,"{""pH"": 8.72, ""EC"": 0.82, ""Organic_Carbon"": 0.89, ""Nitrogen"": 106.0, ""Phosphorus"": 31.0, ""Potassium"": 396.0, ""Zinc"": 1.47, ""Iron"": 12.4, ""Copper"": 1.5, ""Boron"": 0.53, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-003784""}",NULL,NULL
"AND-GUN-007488","Appa Rao Pothineni","GUNDALAPADU","Guntur","Phirangipuram","Tobacco",14.44,98.13,"Low",90.5,16.299182363316714,80.16171838776502,0.36,0.31,0.2,"{""pH"": 8.23, ""EC"": 2.05, ""Organic_Carbon"": 0.92, ""Nitrogen"": 371.0, ""Phosphorus"": 15.0, ""Potassium"": 128.0, ""Zinc"": 2.46, ""Iron"": 7.71, ""Copper"": 1.19, ""Boron"": 0.15, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-007488""}",NULL,NULL
"AND-GUN-001573","Nageswara Rao Rao","KOLLIPARA","Guntur","Kollipara","Maize",11.18,87.27,"Low",97.6,16.285248965283092,80.73607155557568,0.77,0.4,0.25,"{""pH"": 6.13, ""EC"": 2.34, ""Organic_Carbon"": 1.26, ""Nitrogen"": 130.0, ""Phosphorus"": 21.0, ""Potassium"": 520.0, ""Zinc"": 2.57, ""Iron"": 7.88, ""Copper"": 1.33, ""Boron"": 2.08, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-001573""}",NULL,NULL
"AND-GUN-003697","Prakash Kaza","KOLLIPARA","Guntur","Kollipara","Coconut",14.44,98.13,"Low",98.6,16.296545306758567,80.73839739762506,0.74,0.24,0.24,"{""pH"": 5.82, ""EC"": 2.7, ""Organic_Carbon"": 1.07, ""Nitrogen"": 448.0, ""Phosphorus"": 79.0, ""Potassium"": 165.0, ""Zinc"": 3.21, ""Iron"": 13.88, ""Copper"": 1.59, ""Boron"": 0.77, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-003697""}",NULL,NULL
"AND-GUN-000119","Venkata Varma","DANTALURU","Guntur","Kollipara","Sesame (Til)",13.44,94.8,"Low",88.4,16.308237534583096,80.7057064802237,0.37,0.59,0.47,"{""pH"": 6.38, ""EC"": 2.85, ""Organic_Carbon"": 0.24, ""Nitrogen"": 178.0, ""Phosphorus"": 62.0, ""Potassium"": 459.0, ""Zinc"": 1.43, ""Iron"": 11.92, ""Copper"": 1.19, ""Boron"": 1.37, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-000119""}",NULL,NULL
"AND-GUN-004192","Bhavani Nimmagadda","DANTALURU","Guntur","Kollipara","Sugarcane",13.16,93.87,"Low",98.0,16.306905600238167,80.70464550002093,0.72,0.48,0.21,"{""pH"": 8.35, ""EC"": 1.4, ""Organic_Carbon"": 0.49, ""Nitrogen"": 190.0, ""Phosphorus"": 37.0, ""Potassium"": 131.0, ""Zinc"": 1.16, ""Iron"": 5.19, ""Copper"": 0.83, ""Boron"": 2.42, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-004192""}",NULL,NULL
"AND-GUN-007680","Ramesh Kaza","DANTALURU","Guntur","Kollipara","Sunflower",1.27,54.23,"High",97.8,16.309098702940762,80.70389614176814,0.51,0.26,0.3,"{""pH"": 8.11, ""EC"": 0.42, ""Organic_Carbon"": 0.74, ""Nitrogen"": 390.0, ""Phosphorus"": 49.0, ""Potassium"": 458.0, ""Zinc"": 1.25, ""Iron"": 7.13, ""Copper"": 1.18, ""Boron"": 0.14, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-007680""}",NULL,NULL
"AND-GUN-008844","Sai Chowdary","DANTALURU","Guntur","Kollipara","Oil Palm",13.21,94.03,"Low",85.8,16.301565823936787,80.70149020341516,0.74,0.25,0.29,"{""pH"": 8.33, ""EC"": 1.99, ""Organic_Carbon"": 0.25, ""Nitrogen"": 281.0, ""Phosphorus"": 13.0, ""Potassium"": 504.0, ""Zinc"": 2.67, ""Iron"": 13.87, ""Copper"": 1.7, ""Boron"": 2.41, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-008844""}",NULL,NULL
"AND-GUN-008988","Appa Rao Chowdary","DANTALURU","Guntur","Kollipara","Sweet Orange",14.17,97.23,"Low",89.6,16.300685232699717,80.70421747533358,0.7,0.57,0.26,"{""pH"": 8.53, ""EC"": 1.29, ""Organic_Carbon"": 0.9, ""Nitrogen"": 130.0, ""Phosphorus"": 23.0, ""Potassium"": 180.0, ""Zinc"": 2.24, ""Iron"": 3.46, ""Copper"": 1.43, ""Boron"": 1.11, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-008988""}",NULL,NULL
"AND-GUN-000697","Venkata Kothapalli","KOLAKALARU","Guntur","Pedakakani","Ragi (Finger Millet)",4.69,65.63,"Medium",95.4,16.288939305556745,80.61834303147265,0.68,0.57,0.44,"{""pH"": 5.45, ""EC"": 2.12, ""Organic_Carbon"": 0.39, ""Nitrogen"": 113.0, ""Phosphorus"": 59.0, ""Potassium"": 460.0, ""Zinc"": 0.38, ""Iron"": 3.38, ""Copper"": 1.21, ""Boron"": 1.24, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-000697""}",NULL,NULL
"AND-GUN-005441","Venkatesh Vemula","KOLAKALARU","Guntur","Pedakakani","Tobacco",7.17,73.9,"Medium",96.3,16.2905775574498,80.61396710595018,0.54,0.29,0.33,"{""pH"": 7.74, ""EC"": 0.85, ""Organic_Carbon"": 0.47, ""Nitrogen"": 320.0, ""Phosphorus"": 47.0, ""Potassium"": 488.0, ""Zinc"": 0.32, ""Iron"": 3.79, ""Copper"": 1.0, ""Boron"": 0.85, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-005441""}",NULL,NULL
"AND-GUN-009105","Ramu Nandamuri","KOLAKALARU","Guntur","Pedakakani","Bajra (Pearl Millet)",2.46,58.2,"High",99.0,16.297127235819122,80.61202140614843,0.56,0.53,0.43,"{""pH"": 6.91, ""EC"": 1.96, ""Organic_Carbon"": 0.23, ""Nitrogen"": 199.0, ""Phosphorus"": 24.0, ""Potassium"": 397.0, ""Zinc"": 2.49, ""Iron"": 10.63, ""Copper"": 1.11, ""Boron"": 0.51, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-009105""}",NULL,NULL
"AND-GUN-003601","Ramesh Kothapalli","DEVARAVADELAPALEM","Guntur","Pedakakani","Bajra (Pearl Millet)",2.55,58.5,"High",98.8,16.30800182598657,80.56492336674499,0.57,0.28,0.36,"{""pH"": 5.3, ""EC"": 2.69, ""Organic_Carbon"": 0.75, ""Nitrogen"": 207.0, ""Phosphorus"": 59.0, ""Potassium"": 106.0, ""Zinc"": 2.06, ""Iron"": 9.93, ""Copper"": 0.28, ""Boron"": 2.19, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-003601""}",NULL,NULL
"AND-GUN-001235","Nageswara Rao Mekapati","Betapudi","Guntur","Phirangipuram","Tomato",9.95,83.17,"Low",86.6,16.305682454006643,80.17717374955964,0.58,0.57,0.23,"{""pH"": 7.77, ""EC"": 0.21, ""Organic_Carbon"": 0.94, ""Nitrogen"": 320.0, ""Phosphorus"": 53.0, ""Potassium"": 425.0, ""Zinc"": 0.89, ""Iron"": 2.17, ""Copper"": 0.44, ""Boron"": 1.66, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-001235""}",NULL,NULL
"AND-GUN-003650","Srinivas Reddy","NALLAPADU","Guntur","Guntur","Sesame (Til)",14.99,99.97,"Low",93.7,16.30436526952709,80.37726395107173,0.66,0.58,0.37,"{""pH"": 5.7, ""EC"": 0.37, ""Organic_Carbon"": 1.2, ""Nitrogen"": 427.0, ""Phosphorus"": 45.0, ""Potassium"": 366.0, ""Zinc"": 2.88, ""Iron"": 5.32, ""Copper"": 0.28, ""Boron"": 0.15, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-003650""}",NULL,NULL
"AND-GUN-007134","Srinivas Golla","NALLAPADU","Guntur","Guntur","Sunflower",2.85,59.5,"High",98.8,16.318645436865804,80.37427752790047,0.65,0.57,0.49,"{""pH"": 5.47, ""EC"": 0.36, ""Organic_Carbon"": 0.73, ""Nitrogen"": 222.0, ""Phosphorus"": 37.0, ""Potassium"": 244.0, ""Zinc"": 0.91, ""Iron"": 14.75, ""Copper"": 0.31, ""Boron"": 1.48, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-007134""}",NULL,NULL
"AND-GUN-008123","Kiran Kodali","NALLAPADU","Guntur","Guntur","Bajra (Pearl Millet)",2.21,57.37,"High",85.9,16.294231770171763,80.40539338275919,0.33,0.54,0.44,"{""pH"": 5.92, ""EC"": 0.24, ""Organic_Carbon"": 0.93, ""Nitrogen"": 121.0, ""Phosphorus"": 52.0, ""Potassium"": 184.0, ""Zinc"": 0.29, ""Iron"": 14.91, ""Copper"": 0.94, ""Boron"": 1.53, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-008123""}",NULL,NULL
"AND-GUN-006483","Prakash Naidu","PHIRANGIPURAM","Guntur","Phirangipuram","Sweet Orange",9.53,81.77,"Low",88.9,16.298483174599568,80.26473984206488,0.56,0.49,0.32,"{""pH"": 5.8, ""EC"": 0.21, ""Organic_Carbon"": 0.48, ""Nitrogen"": 385.0, ""Phosphorus"": 53.0, ""Potassium"": 186.0, ""Zinc"": 1.62, ""Iron"": 4.01, ""Copper"": 0.38, ""Boron"": 1.97, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-006483""}",NULL,NULL
"AND-GUN-008558","Siva Rao","GUNTUR","Guntur","Guntur","Green Gram (Moong)",9.11,80.37,"Low",88.1,16.300051915566122,80.44982929458364,0.69,0.34,0.32,"{""pH"": 7.05, ""EC"": 1.53, ""Organic_Carbon"": 0.87, ""Nitrogen"": 338.0, ""Phosphorus"": 28.0, ""Potassium"": 534.0, ""Zinc"": 2.28, ""Iron"": 5.71, ""Copper"": 1.04, ""Boron"": 2.36, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-008558""}",NULL,NULL
"AND-GUN-002586","Sai Konidela","PIDAPARRUPALEM","Guntur","Kollipara","Sugarcane",9.56,81.87,"Low",97.5,16.315145966245414,80.77325591480516,0.47,0.3,0.43,"{""pH"": 6.66, ""EC"": 2.64, ""Organic_Carbon"": 1.38, ""Nitrogen"": 344.0, ""Phosphorus"": 67.0, ""Potassium"": 388.0, ""Zinc"": 2.95, ""Iron"": 11.61, ""Copper"": 0.58, ""Boron"": 1.0, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-002586""}",NULL,NULL
"AND-GUN-004307","Prasad Mekapati","PIDAPARRUPALEM","Guntur","Kollipara","Chilli",7.41,74.7,"Medium",88.4,16.29484532970003,80.74050879034682,0.36,0.58,0.38,"{""pH"": 8.44, ""EC"": 2.28, ""Organic_Carbon"": 0.49, ""Nitrogen"": 119.0, ""Phosphorus"": 64.0, ""Potassium"": 257.0, ""Zinc"": 0.89, ""Iron"": 4.81, ""Copper"": 1.57, ""Boron"": 1.85, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-004307""}",NULL,NULL
"AND-GUN-004869","Prasad Mekapati","PIDAPARRUPALEM","Guntur","Kollipara","Mango",9.15,80.5,"Low",85.5,16.319738167232146,80.77272037457067,0.35,0.46,0.46,"{""pH"": 6.63, ""EC"": 0.72, ""Organic_Carbon"": 1.48, ""Nitrogen"": 172.0, ""Phosphorus"": 21.0, ""Potassium"": 313.0, ""Zinc"": 2.92, ""Iron"": 13.81, ""Copper"": 0.35, ""Boron"": 1.1, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-004869""}",NULL,NULL
"AND-GUN-008392","Satyanarayana Kaza","PIDAPARRUPALEM","Guntur","Kollipara","Jowar (Sorghum)",1.8,56.0,"High",94.2,16.306663533196502,80.7909523609166,0.39,0.3,0.27,"{""pH"": 8.67, ""EC"": 0.32, ""Organic_Carbon"": 0.78, ""Nitrogen"": 362.0, ""Phosphorus"": 78.0, ""Potassium"": 348.0, ""Zinc"": 1.46, ""Iron"": 4.23, ""Copper"": 1.77, ""Boron"": 0.15, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-008392""}",NULL,NULL
"AND-GUN-001886","Anand Nandamuri","MANGALAGIRI PADU","Guntur","Medikonduru","Cotton",7.19,73.97,"Medium",98.4,16.32864823538875,80.30822413515124,0.57,0.46,0.28,"{""pH"": 5.91, ""EC"": 2.39, ""Organic_Carbon"": 0.51, ""Nitrogen"": 416.0, ""Phosphorus"": 48.0, ""Potassium"": 155.0, ""Zinc"": 1.64, ""Iron"": 8.42, ""Copper"": 0.21, ""Boron"": 0.91, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-001886""}",NULL,NULL
"AND-GUN-004314","Murali Dasari","MANGALAGIRI PADU","Guntur","Medikonduru","Sweet Orange",13.19,93.97,"Low",92.6,16.331018577146498,80.32735767491343,0.77,0.52,0.46,"{""pH"": 5.19, ""EC"": 0.29, ""Organic_Carbon"": 0.61, ""Nitrogen"": 176.0, ""Phosphorus"": 74.0, ""Potassium"": 214.0, ""Zinc"": 0.21, ""Iron"": 14.81, ""Copper"": 1.32, ""Boron"": 1.53, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-004314""}",NULL,NULL
"AND-GUN-005224","Nageswara Rao Kambhampati","MANGALAGIRI PADU","Guntur","Medikonduru","Horse Gram",5.64,68.8,"Medium",89.9,16.327205087021273,80.31569980403626,0.73,0.35,0.26,"{""pH"": 8.37, ""EC"": 1.4, ""Organic_Carbon"": 0.65, ""Nitrogen"": 329.0, ""Phosphorus"": 55.0, ""Potassium"": 526.0, ""Zinc"": 2.76, ""Iron"": 13.97, ""Copper"": 0.57, ""Boron"": 2.16, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-005224""}",NULL,NULL
"AND-GUN-006635","Siva Varma","MANGALAGIRI PADU","Guntur","Medikonduru","Tomato",9.77,82.57,"Low",86.1,16.3210721721405,80.30378248745504,0.32,0.42,0.23,"{""pH"": 7.57, ""EC"": 1.73, ""Organic_Carbon"": 0.7, ""Nitrogen"": 143.0, ""Phosphorus"": 6.0, ""Potassium"": 280.0, ""Zinc"": 1.42, ""Iron"": 5.71, ""Copper"": 1.86, ""Boron"": 2.12, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-006635""}",NULL,NULL
"AND-GUN-000897","Saraswathi Kaza","MUNNANGI","Guntur","Kollipara","Chilli",4.75,65.83,"Medium",89.1,16.328040102579767,80.72169772163335,0.58,0.56,0.47,"{""pH"": 7.13, ""EC"": 1.0, ""Organic_Carbon"": 0.77, ""Nitrogen"": 193.0, ""Phosphorus"": 67.0, ""Potassium"": 86.0, ""Zinc"": 1.25, ""Iron"": 14.67, ""Copper"": 0.99, ""Boron"": 0.49, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-000897""}",NULL,NULL
